,PA01H:CO,PA01H:PM10,PA01H:PM25,PA01H:NO2,PA01H:NO,PA01H:NOX,PA01H:O3,OBJECTID
,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,PARIS 1er Les Halles,0
,PA01H,PA01H,PA01H,PA01H,PA01H,PA01H,PA01H,1
,Monoxyde de carbone,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote,ozone,2
,CO,PM10,PM25,NO2,NO,NOX,O3,3
,mg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2021/01/14 05:00:00+00,,,6,,,,62.900000,321
2021/01/14 06:00:00+00,,,5.300000,,,,55.900000,322
2021/01/14 07:00:00+00,,8.900000,7.100000,,,,52.200000,323
2021/01/14 08:00:00+00,,8.800000,6.700000,,,,49.200000,324
2021/01/14 09:00:00+00,,8.400000,7.400000,,,,47.500000,325
2021/01/14 10:00:00+00,,8.200000,6.400000,,,,46.100000,326
2021/01/14 11:00:00+00,,9.100000,6.800000,,,,46.500000,327
2021/01/14 12:00:00+00,,10.300000,7,,,,42.200000,328
2021/01/14 13:00:00+00,,8.300000,8,,,,42,329
2021/01/14 14:00:00+00,,7.400000,7.500000,,,,46.900000,330
2021/01/14 15:00:00+00,,4.600000,,,,,46.400000,331
2021/01/14 16:00:00+00,,4.500000,,,,,45.200000,332
2021/01/14 17:00:00+00,,4.900000,,,,,43.200000,333
2021/01/14 18:00:00+00,,8.100000,,,,,43.400000,334
2021/01/14 19:00:00+00,,7.900000,,,,,44.600000,335
2021/01/14 20:00:00+00,,6.500000,,,,,39.300000,336
2021/01/14 21:00:00+00,,5.500000,,,,,34.700000,337
2021/01/14 22:00:00+00,,7.600000,,,,,30.600000,338
2021/01/14 23:00:00+00,,8,,,,,35.200000,339
2021/01/15 00:00:00+00,,6.600000,,,,,44.100000,340
2021/01/15 01:00:00+00,,7.700000,,,,,44.400000,341
2021/01/15 02:00:00+00,,8.500000,,,,,47.100000,342
2021/01/15 03:00:00+00,,12.500000,14.500000,,,,33.900000,343
2021/01/15 04:00:00+00,,17.900000,16.700000,,,,23.700000,344
2021/01/15 05:00:00+00,,19.500000,17.900000,,,,23.700000,345
2021/01/15 06:00:00+00,,24.400000,22.300000,,,,17.900000,346
2021/01/15 07:00:00+00,,23.900000,21.900000,,,,14.800000,347
2021/01/15 08:00:00+00,,29.300000,24.500000,,,,13.900000,348
2021/01/15 09:00:00+00,,31.200000,26.700000,,,,14.200000,349
2021/01/15 10:00:00+00,,29.600000,25.400000,,,,20.100000,350
2021/01/15 11:00:00+00,,28.700000,24.100000,,,,23.900000,351
2021/01/15 12:00:00+00,,28.400000,23.700000,,,,34,352
2021/01/15 13:00:00+00,,21.600000,22.600000,,,,41.200000,353
2021/01/15 14:00:00+00,,22.500000,19.100000,,,,39.200000,354
2021/01/15 15:00:00+00,,20,18.900000,,,,38.500000,355
2021/01/15 16:00:00+00,,19.700000,17.800000,,,,36.100000,356
2021/01/15 17:00:00+00,,21.300000,19.100000,,,,32.600000,357
2021/01/15 18:00:00+00,,19.800000,18.300000,,,,33.100000,358
2021/01/15 19:00:00+00,,18.300000,18.600000,,,,32.800000,359
2021/01/15 20:00:00+00,,16.600000,17.300000,,,,30.600000,360
2021/01/15 21:00:00+00,,22.300000,19,,,,25.800000,361
2021/01/15 22:00:00+00,,18.700000,19.700000,,,,24.400000,362
2021/01/15 23:00:00+00,,18.200000,20.700000,,,,26.600000,363
2021/01/16 00:00:00+00,,20.100000,20.800000,,,,26.300000,364
2021/01/16 01:00:00+00,,18.100000,18.700000,,,,29.300000,365
2021/01/16 02:00:00+00,,18.900000,19.600000,,,,28,366
2021/01/16 03:00:00+00,,22.800000,22.700000,,,,9.600000,367
2021/01/16 04:00:00+00,,29.100000,27.500000,,,,12.400000,368
2021/01/16 05:00:00+00,,21.100000,23.600000,,,,15.600000,369
2021/01/16 06:00:00+00,,22.200000,23,,,,20.600000,370
2021/01/16 07:00:00+00,,23.600000,23.600000,,,,22.400000,371
2021/01/16 08:00:00+00,,21.600000,23.900000,,,,23.100000,372
2021/01/16 09:00:00+00,,25.300000,22.500000,,,,19.100000,373
2021/01/16 10:00:00+00,,26.400000,23.500000,,,,22.600000,374
2021/01/16 11:00:00+00,,24,23.200000,,,,21.200000,375
2021/01/16 12:00:00+00,,25.300000,25.600000,,,,16.100000,376
2021/01/16 13:00:00+00,,24.400000,23.500000,,,,18,377
2021/01/16 14:00:00+00,,20.600000,19.700000,,,,29.600000,378
2021/01/16 15:00:00+00,,17.100000,18.400000,,,,25.300000,379
2021/01/16 16:00:00+00,,19.400000,20.400000,,,,24.600000,380
2021/01/16 17:00:00+00,,17.900000,19.200000,,,,22.300000,381
2021/01/16 18:00:00+00,,15,17.200000,,,,23.400000,382
2021/01/16 19:00:00+00,,15.600000,17.800000,,,,21.900000,383
2021/01/16 20:00:00+00,,19.100000,21.700000,,,,20.400000,384
2021/01/16 21:00:00+00,,20.200000,20.400000,,,,21.400000,385
2021/01/16 22:00:00+00,,22.800000,24.700000,,,,19.400000,386
2021/01/16 23:00:00+00,,22.800000,22.700000,,,,20.200000,387
2021/01/17 00:00:00+00,,16.300000,17.300000,,,,20.500000,388
2021/01/17 01:00:00+00,,22.500000,20.800000,,,,19.900000,389
2021/01/17 02:00:00+00,,19.900000,19.200000,,,,25.300000,390
2021/01/17 03:00:00+00,,18.400000,16.400000,,,,31.200000,391
2021/01/17 04:00:00+00,,17.500000,17.400000,,,,32.800000,392
2021/01/17 05:00:00+00,,18.700000,13.100000,,,,36.500000,393
2021/01/17 06:00:00+00,,15.800000,12,,,,38,394
2021/01/17 07:00:00+00,,14.800000,11.400000,,,,39.200000,395
2021/01/17 08:00:00+00,,14.400000,10.700000,,,,38.600000,396
2021/01/17 09:00:00+00,,15.400000,12,,,,34,397
2021/01/17 10:00:00+00,,13,9.600000,,,,47.200000,398
2021/01/17 11:00:00+00,,15.800000,10,,,,53.900000,399
2021/01/17 12:00:00+00,,14.800000,11.600000,,,,54.300000,400
2021/01/17 13:00:00+00,,19.100000,12.900000,,,,58.700000,401
2021/01/17 14:00:00+00,,17.400000,12.300000,,,,61.200000,402
2021/01/17 15:00:00+00,,13.300000,9.500000,,,,60.800000,403
2021/01/17 16:00:00+00,,11.100000,9.200000,,,,58.100000,404
2021/01/17 17:00:00+00,,12.100000,11.300000,,,,49.500000,405
2021/01/17 18:00:00+00,,14.800000,13.700000,,,,41.600000,406
2021/01/17 19:00:00+00,,15.900000,12,,,,44.500000,407
2021/01/17 20:00:00+00,,19,14.900000,,,,47.800000,408
2021/01/17 21:00:00+00,,19,14.300000,,,,53.200000,409
2021/01/17 22:00:00+00,,12.800000,12.100000,,,,50.800000,410
2021/01/17 23:00:00+00,,15,13.800000,,,,40.200000,411
2021/01/18 00:00:00+00,,20.400000,17.400000,,,,34.900000,412
2021/01/18 01:00:00+00,,20.800000,17,,,,35.200000,413
2021/01/18 02:00:00+00,,20,17.100000,,,,37.300000,414
2021/01/18 03:00:00+00,,17.600000,15.800000,,,,35.500000,415
2021/01/18 04:00:00+00,,16,12.800000,,,,39,416
2021/01/18 05:00:00+00,,14.200000,12,,,,35.700000,417
2021/01/18 06:00:00+00,,13.400000,10.200000,,,,26.900000,418
2021/01/18 07:00:00+00,,15.200000,10.900000,,,,8.700000,419
2021/01/18 08:00:00+00,,16.900000,9.900000,,,,6.800000,420
2021/01/18 09:00:00+00,,20.600000,12.500000,,,,5.100000,421
2021/01/18 10:00:00+00,,25.800000,15.100000,,,,10.700000,422
2021/01/18 11:00:00+00,,33.400000,18.200000,,,,21.200000,423
2021/01/18 12:00:00+00,,28.200000,15.900000,,,,33,424
2021/01/18 13:00:00+00,,20.500000,12,,,,45.700000,425
2021/01/18 14:00:00+00,,20.500000,12,,,,55.800000,426
2021/01/18 15:00:00+00,,18.900000,9.800000,,,,55.900000,427
2021/01/18 16:00:00+00,,16.800000,9.900000,,,,57.400000,428
2021/01/18 17:00:00+00,,12.600000,7.800000,,,,43.300000,429
2021/01/18 18:00:00+00,,16.100000,11.300000,,,,23.500000,430
2021/01/18 19:00:00+00,,21.100000,16.500000,,,,22,431
2021/01/18 20:00:00+00,,20.700000,17.500000,,,,30.200000,432
2021/01/18 21:00:00+00,,24.900000,18.500000,,,,37.100000,433
2021/01/18 22:00:00+00,,22.200000,16.400000,,,,42.400000,434
2021/01/18 23:00:00+00,,18,15,,,,46.500000,435
2021/01/19 00:00:00+00,,14,13.100000,,,,50.300000,436
2021/01/19 01:00:00+00,,18.200000,15.200000,,,,54.200000,437
2021/01/19 02:00:00+00,,15.700000,13,,,,57.700000,438
2021/01/19 03:00:00+00,,14.100000,12.100000,,,,59.300000,439
2021/01/19 04:00:00+00,,14.400000,12.200000,,,,61.100000,440
2021/01/19 05:00:00+00,,13.800000,10.400000,,,,58.800000,441
2021/01/19 06:00:00+00,,14.200000,10.300000,,,,56.400000,442
2021/01/19 07:00:00+00,,17.500000,13.700000,,,,47.300000,443
2021/01/19 08:00:00+00,,15.600000,11.100000,,,,39.400000,444
2021/01/19 09:00:00+00,,12.200000,10.700000,,,,32.600000,445
2021/01/19 10:00:00+00,,11.900000,12,,,,31.700000,446
2021/01/19 11:00:00+00,,18.300000,14.400000,,,,32.400000,447
2021/01/19 12:00:00+00,,13.400000,12.800000,,,,42.600000,448
2021/01/19 13:00:00+00,,10,11.500000,,,,53.600000,449
2021/01/19 14:00:00+00,,9.600000,11.900000,,,,53.200000,450
2021/01/19 15:00:00+00,,11.600000,11.300000,,,,49.900000,451
2021/01/19 16:00:00+00,,11.900000,12.100000,,,,40.300000,452
2021/01/19 17:00:00+00,,13,13.800000,,,,41.800000,453
2021/01/19 18:00:00+00,,12.700000,13.400000,,,,36.700000,454
2021/01/19 19:00:00+00,,19.400000,15,,,,22.900000,455
2021/01/19 20:00:00+00,,22.500000,18.300000,,,,20,456
2021/01/19 21:00:00+00,,22,19.100000,,,,23.600000,457
2021/01/19 22:00:00+00,,19.200000,18.700000,,,,26.500000,458
2021/01/19 23:00:00+00,,15.700000,15.400000,,,,45.500000,459
2021/01/20 00:00:00+00,,12.100000,13.300000,,,,46.800000,460
2021/01/20 01:00:00+00,,10.200000,12.400000,,,,39.800000,461
2021/01/20 02:00:00+00,,10.600000,12.200000,,,,43.400000,462
2021/01/20 03:00:00+00,,10.200000,10.700000,,,,43.600000,463
2021/01/20 04:00:00+00,,7.900000,8.500000,,,,43.300000,464
2021/01/20 05:00:00+00,,,9,,,,38.700000,465
2021/01/20 06:00:00+00,,,9.600000,,,,28.200000,466
2021/01/20 07:00:00+00,,11.200000,10.100000,,,,18.500000,467
2021/01/20 08:00:00+00,,16.100000,10.700000,,,,8.900000,468
2021/01/20 09:00:00+00,,23.100000,10.700000,,,,10.100000,469
2021/01/20 10:00:00+00,,19.900000,12.600000,,,,16.100000,470
2021/01/20 11:00:00+00,,21.800000,12.400000,,,,22.100000,471
2021/01/20 12:00:00+00,,17.900000,12,,,,29.400000,472
2021/01/20 13:00:00+00,,16.400000,10.100000,,,,47.200000,473
2021/01/20 14:00:00+00,,15.600000,8.900000,,,,56.700000,474
2021/01/20 15:00:00+00,,17.100000,8.300000,,,,56.100000,475
2021/01/20 16:00:00+00,,15.600000,10.200000,,,,50.300000,476
2021/01/20 17:00:00+00,,16.100000,10.900000,,,,45.900000,477
2021/01/20 18:00:00+00,,17.800000,12.500000,,,,47,478
2021/01/20 19:00:00+00,,14.700000,11.700000,,,,55.600000,479
2021/01/20 20:00:00+00,,10.100000,8.600000,,,,61.200000,480
2021/01/20 21:00:00+00,,8.300000,9.100000,,,,61.600000,481
2021/01/20 22:00:00+00,,11.300000,9.500000,,,,67.100000,482
2021/01/20 23:00:00+00,,12.400000,8,,,,70.100000,483
2021/01/21 00:00:00+00,,10.400000,6.500000,,,,71.100000,484
2021/01/21 01:00:00+00,,9.300000,5.700000,,,,69.600000,485
2021/01/21 02:00:00+00,,8.300000,8.200000,,,,70.500000,486
2021/01/21 03:00:00+00,,9,8,,,,71.300000,487
2021/01/21 04:00:00+00,,,15.700000,,,,78.400000,488
2021/01/21 05:00:00+00,,,4.400000,,,,69.300000,489
2021/01/21 06:00:00+00,,7.900000,5.800000,,,,59.400000,490
2021/01/21 07:00:00+00,,11.200000,5.700000,,,,48.100000,491
2021/01/21 08:00:00+00,,7.400000,4.300000,,,,34.900000,492
2021/01/21 09:00:00+00,,8.600000,5.500000,,,,37.200000,493
2021/01/21 10:00:00+00,,12.500000,9,,,,38.700000,494
2021/01/21 11:00:00+00,,18,8.500000,,,,41.100000,495
2021/01/21 12:00:00+00,,17.700000,8.800000,,,,46.900000,496
2021/01/21 13:00:00+00,,17.600000,9,,,,49.300000,497
2021/01/21 14:00:00+00,,18.500000,8.500000,,,,43,498
2021/01/21 15:00:00+00,,16,8.700000,,,,37.500000,499
2021/01/21 16:00:00+00,,12,6.200000,,,,38,500
2021/01/21 17:00:00+00,,8,6,,,,52.300000,501
2021/01/21 18:00:00+00,,5.500000,5.700000,,,,52.900000,502
2021/01/21 19:00:00+00,,,3.800000,,,,65.600000,503
2021/01/21 20:00:00+00,,4.800000,4.200000,,,,69,504
2021/01/21 21:00:00+00,,8.900000,6.800000,,,,71.200000,505
2021/01/21 22:00:00+00,,11.100000,8,,,,74.800000,506
2021/01/21 23:00:00+00,,10.800000,9,,,,77.800000,507
2021/01/22 00:00:00+00,,7.900000,6.400000,,,,71.200000,508
2021/01/22 01:00:00+00,,5.700000,3.600000,,,,62.800000,509
2021/01/22 02:00:00+00,,6.600000,5.100000,,,,60.800000,510
2021/01/22 03:00:00+00,,4.900000,5.400000,,,,57.800000,511
2021/01/22 04:00:00+00,,5,6.800000,,,,71.200000,512
2021/01/22 05:00:00+00,,6.700000,5.700000,,,,73,513
2021/01/22 06:00:00+00,,6.300000,4.900000,,,,58.300000,514
2021/01/22 07:00:00+00,,6.400000,3.900000,,,,28,515
2021/01/22 08:00:00+00,,7.800000,6.900000,,,,14.400000,516
2021/01/22 09:00:00+00,,12,10,,,,12.900000,517
2021/01/22 10:00:00+00,,15.200000,11.400000,,,,20.300000,518
2021/01/22 11:00:00+00,,17.300000,12.100000,,,,21.300000,519
2021/01/22 12:00:00+00,,20.400000,15,,,,32.700000,520
2021/01/22 13:00:00+00,,16.300000,11.300000,,,,46.900000,521
2021/01/22 14:00:00+00,,13.400000,9.300000,,,,53.400000,522
2021/01/22 15:00:00+00,,15.200000,8.600000,,,,53.300000,523
2021/01/22 16:00:00+00,,13.900000,8.300000,,,,52.600000,524
2021/01/22 17:00:00+00,,13.400000,7.200000,,,,46.900000,525
2021/01/22 18:00:00+00,,14.700000,5.900000,,,,34.600000,526
2021/01/22 19:00:00+00,,14.300000,8.200000,,,,32.600000,527
2021/01/22 20:00:00+00,,18.700000,8.400000,,,,37.700000,528
2021/01/22 21:00:00+00,,20.300000,13.200000,,,,38.100000,529
2021/01/22 22:00:00+00,,17.700000,12.700000,,,,40,530
2021/01/22 23:00:00+00,,19.300000,11.800000,,,,43.200000,531
2021/01/23 00:00:00+00,,17.500000,11.600000,,,,43.900000,532
2021/01/23 01:00:00+00,,13.700000,7.900000,,,,43.900000,533
2021/01/23 02:00:00+00,,11.800000,8.600000,,,,46.300000,534
2021/01/23 03:00:00+00,,13.900000,7.900000,,,,43.700000,535
2021/01/23 04:00:00+00,,13.100000,7,,,,42.400000,536
2021/01/23 05:00:00+00,,14.900000,10.800000,,,,44.500000,537
2021/01/23 06:00:00+00,,11.300000,10.400000,,,,40.200000,538
2021/01/23 07:00:00+00,,10.900000,9.800000,,,,34.800000,539
2021/01/23 08:00:00+00,,12.800000,9.700000,,,,34,540
2021/01/23 09:00:00+00,,9.800000,9.400000,,,,33.300000,541
2021/01/23 10:00:00+00,,9.900000,8.200000,,,,38.700000,542
2021/01/23 11:00:00+00,,9.100000,6.700000,,,,39.300000,543
2021/01/23 12:00:00+00,,6.300000,6.600000,,,,36.700000,544
2021/01/23 13:00:00+00,,7.800000,8.300000,,,,51.300000,545
2021/01/23 14:00:00+00,,11.800000,5.800000,,,,56.100000,546
2021/01/23 15:00:00+00,,10.600000,5.400000,,,,51.300000,547
2021/01/23 16:00:00+00,,8.400000,7.100000,,,,37.600000,548
2021/01/23 17:00:00+00,,6.900000,7.200000,,,,34.600000,549
2021/01/23 18:00:00+00,,6.600000,8.800000,,,,43.100000,550
2021/01/23 19:00:00+00,,8.900000,7.900000,,,,53.900000,551
2021/01/23 20:00:00+00,,11.400000,10.700000,,,,54.200000,552
2021/01/23 21:00:00+00,,17,12.200000,,,,48.300000,553
2021/01/23 22:00:00+00,,18.100000,14.800000,,,,49.900000,554
2021/01/23 23:00:00+00,,17,12.300000,,,,47.900000,555
2021/01/24 00:00:00+00,,19.400000,13.600000,,,,44.500000,556
2021/01/24 01:00:00+00,,15.300000,13.600000,,,,49.200000,557
2021/01/24 02:00:00+00,,16.800000,11.600000,,,,48.500000,558
2021/01/24 03:00:00+00,,13.800000,10.300000,,,,41.900000,559
2021/01/24 04:00:00+00,,15.500000,11.100000,,,,39.600000,560
2021/01/24 05:00:00+00,,17.800000,12.100000,,,,38.400000,561
2021/01/24 06:00:00+00,,15.200000,10.500000,,,,35.900000,562
2021/01/24 07:00:00+00,,13.200000,9.700000,,,,29.300000,563
2021/01/24 08:00:00+00,,16.800000,10.300000,,,,16.800000,564
2021/01/24 09:00:00+00,,15.100000,11.800000,,,,19.100000,565
2021/01/24 10:00:00+00,,14.800000,11.300000,,,,26.900000,566
2021/01/24 11:00:00+00,,18.200000,13.400000,,,,30.700000,567
2021/01/24 12:00:00+00,,17.600000,12.700000,,,,35.400000,568
2021/01/24 13:00:00+00,,18.300000,12.600000,,,,39.500000,569
2021/01/24 14:00:00+00,,14.700000,11.700000,,,,33.900000,570
2021/01/24 15:00:00+00,,12.200000,13.500000,,,,41.300000,571
2021/01/24 16:00:00+00,,12.800000,13.700000,,,,43,572
2021/01/24 17:00:00+00,,13.700000,12.500000,,,,41,573
2021/01/24 18:00:00+00,,14.700000,13,,,,38.100000,574
2021/01/24 19:00:00+00,,14.900000,13.100000,,,,34.500000,575
2021/01/24 20:00:00+00,,16.800000,13.800000,,,,44.500000,576
2021/01/24 21:00:00+00,,12.200000,14.400000,,,,50.600000,577
2021/01/24 22:00:00+00,,10.400000,8.600000,,,,64.400000,578
2021/01/24 23:00:00+00,,6.900000,6.700000,,,,65.900000,579
2021/01/25 00:00:00+00,,8,6.700000,,,,62.700000,580
2021/01/25 01:00:00+00,,9.100000,5.600000,,,,66,581
2021/01/25 02:00:00+00,,8.600000,5.200000,,,,68.300000,582
2021/01/25 03:00:00+00,,5.700000,6.600000,,,,64.500000,583
2021/01/25 04:00:00+00,,9.300000,5.100000,,,,63,584
2021/01/25 05:00:00+00,,10.600000,4.800000,,,,60,585
2021/01/25 06:00:00+00,,8.500000,5,,,,52.400000,586
2021/01/25 07:00:00+00,,10,5.500000,,,,45.200000,587
2021/01/25 08:00:00+00,,10.900000,7.400000,,,,39,588
2021/01/25 09:00:00+00,,14.600000,9.600000,,,,33.700000,589
2021/01/25 10:00:00+00,,17.600000,10.600000,,,,32.200000,590
2021/01/25 11:00:00+00,,16.300000,11.500000,,,,40.400000,591
2021/01/25 12:00:00+00,,17.900000,11.800000,,,,56.200000,592
2021/01/25 13:00:00+00,,15.100000,9.300000,,,,56.200000,593
2021/01/25 14:00:00+00,,16.400000,8.800000,,,,58.700000,594
2021/01/25 15:00:00+00,,19.800000,10,,,,61.300000,595
2021/01/25 16:00:00+00,,17.700000,8.700000,,,,61,596
2021/01/25 17:00:00+00,,15,8,,,,50.200000,597
2021/01/25 18:00:00+00,,15,9.400000,,,,36,598
2021/01/25 19:00:00+00,,14.400000,9,,,,39.300000,599
2021/01/25 20:00:00+00,,16.200000,9.900000,,,,24.500000,600
2021/01/25 21:00:00+00,,19.100000,13.700000,,,,33.100000,601
2021/01/25 22:00:00+00,,18,13.100000,,,,42.900000,602
2021/01/25 23:00:00+00,,14.900000,13.900000,,,,44.300000,603
2021/01/26 00:00:00+00,,12.600000,12.300000,,,,45.400000,604
2021/01/26 01:00:00+00,,15.700000,11.600000,,,,43,605
2021/01/26 02:00:00+00,,14.900000,11.800000,,,,42.800000,606
2021/01/26 03:00:00+00,,13.100000,9.400000,,,,41.100000,607
2021/01/26 04:00:00+00,,12.300000,10.100000,,,,45.900000,608
2021/01/26 05:00:00+00,,9.600000,9.300000,,,,45.600000,609
2021/01/26 06:00:00+00,,10.600000,6.500000,,,,38.900000,610
2021/01/26 07:00:00+00,,11.600000,7.200000,,,,19,611
2021/01/26 08:00:00+00,,11.300000,8.100000,,,,14.800000,612
2021/01/26 09:00:00+00,,16.400000,9.200000,,,,12.900000,613
2021/01/26 10:00:00+00,,20.500000,10.600000,,,,21.800000,614
2021/01/26 11:00:00+00,,21.600000,12.300000,,,,36.800000,615
2021/01/26 12:00:00+00,,19.600000,10.900000,,,,33.600000,616
2021/01/26 13:00:00+00,,17.300000,10.100000,,,,37.800000,617
2021/01/26 14:00:00+00,,18.400000,11.600000,,,,40.400000,618
2021/01/26 15:00:00+00,,17.800000,12.400000,,,,40.600000,619
2021/01/26 16:00:00+00,,18.200000,11.500000,,,,36.700000,620
2021/01/26 17:00:00+00,,17.400000,11.200000,,,,25.600000,621
2021/01/26 18:00:00+00,,24.400000,15.600000,,,,20.400000,622
2021/01/26 19:00:00+00,,26,16.800000,,,,18.800000,623
2021/01/26 20:00:00+00,,26.400000,20.400000,,,,28,624
2021/01/26 21:00:00+00,,23.100000,17.200000,,,,35.300000,625
2021/01/26 22:00:00+00,,19,15.700000,,,,40.600000,626
2021/01/26 23:00:00+00,,19.900000,16,,,,41.200000,627
2021/01/27 00:00:00+00,,16.200000,13.900000,,,,46,628
2021/01/27 01:00:00+00,,14.300000,10.500000,,,,43.800000,629
2021/01/27 02:00:00+00,,12.600000,11.100000,,,,42.800000,630
2021/01/27 03:00:00+00,,11.500000,10,,,,45.200000,631
2021/01/27 04:00:00+00,,12.200000,8.500000,,,,48.500000,632
2021/01/27 05:00:00+00,,11,8.700000,,,,46.400000,633
2021/01/27 06:00:00+00,,11.300000,7.400000,,,,35.600000,634
2021/01/27 07:00:00+00,,7,6,,,,17.600000,635
2021/01/27 08:00:00+00,,11,8.500000,,,,7.900000,636
2021/01/27 09:00:00+00,,9.800000,9.600000,,,,12.100000,637
2021/01/27 10:00:00+00,,11.800000,9.900000,,,,10.800000,638
2021/01/27 11:00:00+00,,15.900000,12.700000,,,,7.500000,639
2021/01/27 12:00:00+00,,20.300000,14.600000,,,,7.300000,640
2021/01/27 13:00:00+00,,17.600000,13.600000,,,,8.300000,641
2021/01/27 14:00:00+00,,17.600000,15.100000,,,,11.500000,642
2021/01/27 15:00:00+00,,16.900000,13.300000,,,,11.900000,643
2021/01/27 16:00:00+00,,15.800000,12.600000,,,,6.700000,644
2021/01/27 17:00:00+00,,17.600000,12.900000,,,,9.800000,645
2021/01/27 18:00:00+00,,15,12.600000,,,,10.100000,646
2021/01/27 19:00:00+00,,13.300000,12.900000,,,,11.300000,647
2021/01/27 20:00:00+00,,14.100000,12.100000,,,,13.700000,648
2021/01/27 21:00:00+00,,15.500000,13.900000,,,,11.200000,649
2021/01/27 22:00:00+00,,13.600000,10.400000,,,,14.100000,650
2021/01/27 23:00:00+00,,11.800000,11.500000,,,,18,651
2021/01/28 00:00:00+00,,11,9.800000,,,,10.500000,652
2021/01/28 01:00:00+00,,13.300000,10.900000,,,,17.700000,653
2021/01/28 02:00:00+00,,10.800000,9.100000,,,,20.400000,654
2021/01/28 03:00:00+00,,5.800000,5.200000,,,,21.400000,655
2021/01/28 04:00:00+00,,4.700000,3.700000,,,,28.900000,656
2021/01/28 05:00:00+00,,3.500000,5.200000,,,,30,657
2021/01/28 06:00:00+00,,5.100000,4,,,,26.200000,658
2021/01/28 07:00:00+00,,7.300000,5.600000,,,,21,659
2021/01/28 08:00:00+00,,5.600000,5.600000,,,,25.300000,660
2021/01/28 09:00:00+00,,6.300000,4,,,,31.400000,661
2021/01/28 10:00:00+00,,7.900000,4.700000,,,,36.300000,662
2021/01/28 11:00:00+00,,6.800000,5.500000,,,,43.300000,663
2021/01/28 12:00:00+00,,8.200000,3.700000,,,,53.400000,664
2021/01/28 13:00:00+00,,6.700000,5.200000,,,,56.900000,665
2021/01/28 14:00:00+00,,8.100000,4.100000,,,,61.700000,666
2021/01/28 15:00:00+00,,8.400000,5.400000,,,,61.500000,667
2021/01/28 16:00:00+00,,10,5.300000,,,,53.300000,668
2021/01/28 17:00:00+00,,7.500000,5.800000,,,,49,669
2021/01/28 18:00:00+00,,8.700000,4.900000,,,,36.600000,670
2021/01/28 19:00:00+00,,9.500000,6.900000,,,,34.500000,671
2021/01/28 20:00:00+00,,10.300000,8.100000,,,,38.200000,672
2021/01/28 21:00:00+00,,9.200000,6.300000,,,,43,673
2021/01/28 22:00:00+00,,7.500000,6.500000,,,,45.500000,674
2021/01/28 23:00:00+00,,6.100000,3.800000,,,,43.100000,675
2021/01/29 00:00:00+00,,4.100000,4.800000,,,,42.500000,676
2021/01/29 01:00:00+00,,,4.700000,,,,42.500000,677
2021/01/29 02:00:00+00,,3.900000,6,,,,63,678
2021/01/29 03:00:00+00,,4.200000,4.800000,,,,80.200000,679
2021/01/29 04:00:00+00,,5,3.600000,,,,77.700000,680
2021/01/29 05:00:00+00,,6.600000,5.300000,,,,74.600000,681
2021/01/29 06:00:00+00,,8.700000,6,,,,70.300000,682
2021/01/29 07:00:00+00,,12.500000,6.400000,,,,62.800000,683
2021/01/29 08:00:00+00,,15.100000,9,,,,56,684
2021/01/29 09:00:00+00,,16.800000,9.400000,,,,52.300000,685
2021/01/29 10:00:00+00,,16.200000,8.300000,,,,58,686
2021/01/29 11:00:00+00,,18.700000,12.200000,,,,60.700000,687
2021/01/29 12:00:00+00,,17.900000,11,,,,66,688
2021/01/29 13:00:00+00,,15.400000,7.100000,,,,73,689
2021/01/29 14:00:00+00,,14.800000,6.700000,,,,68.600000,690
2021/01/29 15:00:00+00,,15.100000,9.200000,,,,66.300000,691
2021/01/29 16:00:00+00,,9.800000,8.700000,,,,60.700000,692
2021/01/29 17:00:00+00,,9.600000,7.700000,,,,58.900000,693
2021/01/29 18:00:00+00,,13.400000,8.700000,,,,60.300000,694
2021/01/29 19:00:00+00,,16.900000,9.400000,,,,61.700000,695
2021/01/29 20:00:00+00,,22.600000,12,,,,62.300000,696
2021/01/29 21:00:00+00,,23.300000,11,,,,66.200000,697
2021/01/29 22:00:00+00,,20.900000,9.600000,,,,59,698
2021/01/29 23:00:00+00,,19.400000,13,,,,54.300000,699
2021/01/30 00:00:00+00,,19.500000,10.800000,,,,49.900000,700
2021/01/30 01:00:00+00,,19.200000,10.600000,,,,47.200000,701
2021/01/30 02:00:00+00,,22.700000,11.700000,,,,52.700000,702
2021/01/30 03:00:00+00,,28.500000,12.700000,,,,48.100000,703
2021/01/30 04:00:00+00,,26.500000,10.100000,,,,44.100000,704
2021/01/30 05:00:00+00,,14,8.900000,,,,41.100000,705
2021/01/30 06:00:00+00,,6.700000,5.600000,,,,46.800000,706
2021/01/30 07:00:00+00,,4.100000,3.300000,,,,39.400000,707
2021/01/30 08:00:00+00,,1.800000,2.500000,,,,32.100000,708
2021/01/30 09:00:00+00,,6.500000,6.300000,,,,36.500000,709
2021/01/30 10:00:00+00,,8.300000,6.600000,,,,45,710
2021/01/30 11:00:00+00,,7.200000,5.500000,,,,48.800000,711
2021/01/30 12:00:00+00,,7.200000,7.400000,,,,59,712
